,world_index,X,Y
35749,19595,2635.0,1341.0
35750,19595,2688.0,1404.0
35751,19596,2792.0,1340.0
35752,19596,2765.0,1287.0
35753,19597,2612.0,1428.0
35754,19597,2619.0,1430.0
35755,19598,2766.0,1422.0
35756,19598,2775.0,1428.0
35757,19599,2836.0,1442.0
35758,19599,2839.0,1441.0
35759,19600,2686.0,1541.0
35760,19600,2690.0,1544.0
35761,19601,2768.0,1497.0
35762,19601,2771.0,1496.0
35763,19602,2844.0,1330.0
35764,19602,2851.0,1335.0
35765,19603,2882.0,1408.0
35766,19603,2895.0,1409.0
35767,19604,2909.0,1423.0
35768,19604,2900.0,1423.0
35769,19605,2822.0,1462.0
35770,19605,2826.0,1460.0
35771,19606,2789.0,1592.0
35772,19606,2783.0,1594.0
35773,19607,2714.0,1620.0
35774,19607,2718.0,1605.0
35775,19608,2887.0,1435.0
35776,19608,2885.0,1441.0
35777,19609,2857.0,1459.0
35778,19609,2856.0,1459.0
35779,19610,2726.0,1626.0
35780,19610,2723.0,1630.0
35781,19611,2784.0,1513.0
35782,19611,2783.0,1513.0
35783,19612,2868.0,1414.0
35784,19612,2866.0,1417.0
35785,19613,2809.0,1466.0
35786,19613,2812.0,1455.0
35787,19614,2745.0,1582.0
35788,19614,2745.0,1579.0
35789,19615,2843.0,1426.0
35790,19615,2844.0,1427.0
35791,19616,2729.0,1592.0
35792,19616,2735.0,1581.0
35793,19617,2771.0,1496.0
35794,19617,2768.0,1501.0
35795,19618,2764.0,1530.0
35796,19618,2764.0,1527.0
35797,19619,2783.0,1505.0
35798,19619,2785.0,1504.0
35799,19620,2754.0,1580.0
35800,19620,2756.0,1578.0
35801,19621,2825.0,1496.0
35802,19621,2825.0,1499.0
35803,19622,2770.0,1516.0
35804,19622,2771.0,1517.0
35805,19623,2811.0,1519.0
35806,19623,2812.0,1519.0
35807,19624,2807.0,1527.0
35808,19624,2807.0,1528.0
35809,19625,2782.0,1497.0
35810,19625,2782.0,1497.0
35811,19626,2740.0,1621.0
35812,19626,2742.0,1621.0
35813,19627,2769.0,1581.0
35814,19627,2770.0,1581.0
35815,19628,2798.0,1490.0
35816,19628,2800.0,1493.0
35817,19629,2804.0,1494.0
35818,19629,2804.0,1494.0
35819,19630,2812.0,1540.0
35820,19630,2813.0,1540.0
35821,19631,2822.0,1535.0
35822,19631,2822.0,1538.0
35823,19632,2803.0,1521.0
35824,19632,2803.0,1524.0
35825,19633,2652.0,1610.0
35826,19633,2643.0,1626.0
35827,19634,2799.0,1467.0
35828,19634,2791.0,1477.0
35829,19635,2827.0,1463.0
35830,19635,2816.0,1463.0
35831,19636,2753.0,1445.0
35832,19636,2735.0,1466.0
35833,19637,2766.0,1451.0
35834,19637,2755.0,1468.0
35835,19638,2779.0,1323.0
35836,19638,2762.0,1299.0
35837,19639,2748.0,1299.0
35838,19639,2745.0,1303.0
35839,19640,2612.0,1410.0
35840,19640,2611.0,1409.0
35841,19641,2531.0,1498.0
35842,19641,2528.0,1500.0
35843,19642,2649.0,1359.0
35844,19642,2675.0,1298.0
35845,19643,2857.0,1210.0
35846,19644,3044.0,1142.0
35847,19644,3127.0,1074.0
35848,19645,3398.0,792.0
35849,19645,3402.0,784.0
35850,19646,3118.0,1065.0
35851,19646,3075.0,1087.0
35852,19647,3093.0,1078.0
35853,19647,3139.0,1058.0
35854,19648,3185.0,960.0
35855,19648,3188.0,957.0
35856,19649,3294.0,974.0
35857,19649,3412.0,924.0
35858,19650,3460.0,905.0
35859,19650,3456.0,902.0
35860,19651,3329.0,1148.0
35861,19651,3310.0,1159.0
35862,19652,3429.0,907.0
35863,19652,3391.0,937.0
35864,19653,3399.0,970.0
35865,19653,3348.0,973.0
35866,19654,3379.0,961.0
35867,19654,3362.0,973.0
35868,19655,3376.0,983.0
35869,19655,3376.0,990.0
35870,19656,3389.0,1005.0
35871,19656,3387.0,1007.0
35872,19657,3401.0,969.0
35873,19657,3395.0,954.0
35874,19658,3400.0,971.0
35875,19658,3395.0,972.0
35876,19659,3381.0,1015.0
35877,19659,3372.0,1024.0
35878,19660,3395.0,953.0
35879,19660,3390.0,954.0
35880,19661,3388.0,964.0
35881,19661,3380.0,962.0
35882,19662,3382.0,963.0
35883,19662,3378.0,964.0
35884,19663,3379.0,982.0
35885,19663,3379.0,985.0
35886,19664,3382.0,1000.0
35887,19664,3383.0,997.0
35888,19665,3383.0,969.0
35889,19665,3380.0,970.0
35890,19666,3382.0,970.0
35891,19666,3384.0,964.0
35892,19667,3381.0,947.0
35893,19667,3378.0,956.0
35894,19668,3376.0,948.0
35895,19668,3376.0,946.0
35896,19669,3367.0,982.0
35897,19669,3368.0,960.0
35898,19670,3363.0,978.0
35899,19670,3364.0,966.0
35900,19671,3388.0,913.0
35901,19671,3388.0,911.0
35902,19672,3385.0,907.0
35903,19672,3384.0,905.0
35904,19673,3382.0,908.0
35905,19673,3380.0,907.0
35906,19674,3374.0,919.0
35907,19674,3368.0,923.0
35908,19675,3383.0,926.0
35909,19675,3381.0,923.0
35910,19676,3377.0,928.0
35911,19676,3373.0,930.0
35912,19677,3382.0,916.0
35913,19677,3378.0,914.0
35914,19678,3378.0,913.0
35915,19678,3376.0,912.0
35916,19679,3375.0,926.0
